time (s), velocity (ms^-1), altitude (m)
22.099999999961835,1475.897245970362,15160.743171726603
22.1999999999616,1483.8460895054102,15308.730678717464
22.29999999996137,1491.801741049486,15457.513411787642
22.399999999961135,1499.7640817430824,15607.092045800193
22.499999999960902,1507.732991391377,15757.467243665547
22.59999999996067,1515.7083484569118,15908.639656207357
22.699999999960436,1523.6900300522989,16060.609922028141
22.799999999960203,1531.6779119329617,16213.378667373789
22.89999999995997,1539.6718684899038,16366.946505997477
22.999999999959737,1547.6717727425153,16521.314039022927
23.099999999959504,1555.6774963314167,16676.481854806843
23.19999999995927,1563.6889095113108,16832.45052880075
23.299999999959038,1571.705881143909,16989.220623411824
23.399999999958805,1579.7282786908784,17146.79268786347
23.499999999958572,1587.7559682068252,17305.167258054957
23.59999999995834,1595.7888143323223,17464.34485642022
23.699999999958106,1603.8266802869778,17624.325991786307
23.799999999957873,1611.8694278625599,17785.11115923065
23.89999999995764,1619.9169174161477,17946.700839938243
23.999999999957407,1627.9690078633541,18109.095501057676
24.099999999957173,1636.0255566715512,18272.2955955566
24.19999999995694,1644.0864198532263,18436.301562076653
24.299999999956707,1652.151451959303,18601.11382478779
24.399999999956474,1660.2205060725648,18766.73279324141
24.49999999995624,1668.2934338011287,18933.15886222358
24.599999999956008,1676.370085271973,19100.392411607023
24.699999999955775,1684.4503091245065,19268.433806202815
24.799999999955542,1692.5339525042348,19437.283395611306
24.89999999995531,1700.6208610564524,19606.941514072143
24.999999999955076,1708.7108789200197,19777.408480314396
25.099999999954843,1716.8038487211838,19948.684597405212
25.19999999995461,1724.8996115675052,20120.77015259854
25.299999999954377,1732.9980070418121,20293.6654171827
25.399999999954144,1741.098873196253,20467.370646327723
25.49999999995391,1749.2020465464016,20641.886078932126
25.599999999953678,1757.3073620654473,20817.211937468783
25.699999999953445,1765.414653178472,20993.348427830446
25.79999999995321,1773.5237517567841,21170.295739174566
25.89999999995298,1781.6344881123343,21348.05404376786
25.999999999952745,1789.7466909922298,21526.623496829892
26.099999999952512,1797.8601875733298,21706.004236376397
26.19999999995228,1805.9748034569002,21886.196383061982
26.299999999952046,1814.090362663378,22067.200040022337
26.399999999951813,1822.2066876272272,22249.015292715914
26.49999999995158,1830.323599191877,22431.642208764766
26.599999999951347,1838.4409166047453,22615.08083779575
26.699999999951114,1846.558457512379,22799.331211280267
26.79999999995088,1854.6760379556647,22984.393342373984
26.899999999950648,1862.7934723651683,23170.267225756095
26.999999999950415,1870.9105735565445,23356.952837468267
